reagent_type,top_k,accuracy
coarse_solvent,1,0.524904214559387
coarse_solvent,2,0.7164750957854407
coarse_solvent,3,0.8323754789272031
coarse_solvent,4,0.9109195402298851
coarse_solvent,5,0.9789272030651341
coarse_solvent,6,0.9942528735632183
coarse_solvent,7,0.9971264367816092
coarse_solvent,8,0.9980842911877394
coarse_solvent,9,0.9990421455938697
coarse_solvent,10,1.0
base,1,0.8524904214559387
base,2,0.8687739463601533
base,3,0.8773946360153256
base,4,0.8831417624521073
base,5,0.8879310344827587
base,6,0.9137931034482759
base,7,0.9473180076628352
base,8,0.9636015325670498
base,9,0.9779693486590039
base,10,0.9865900383141762
overall,1,0.45977011494252873
overall,2,0.6302681992337165
overall,3,0.7365900383141762
overall,4,0.8045977011494253
overall,5,0.867816091954023
overall,6,0.8898467432950191
overall,7,0.9022988505747126
overall,8,0.9176245210727969
overall,9,0.9262452107279694
overall,10,0.9319923371647509
