top_k,reagent_type,accuracy
1,exact_solvent,0.3438697318007663
2,exact_solvent,0.43486590038314177
3,exact_solvent,0.48084291187739464
4,exact_solvent,0.5124521072796935
5,exact_solvent,0.5354406130268199
6,exact_solvent,0.553639846743295
7,exact_solvent,0.5766283524904214
8,exact_solvent,0.592911877394636
9,exact_solvent,0.6091954022988506
10,exact_solvent,0.6226053639846744
1,exact_base,0.5555555555555556
2,exact_base,0.6819923371647509
3,exact_base,0.7471264367816092
4,exact_base,0.7902298850574713
5,exact_base,0.8170498084291188
6,exact_base,0.8247126436781609
7,exact_base,0.8352490421455939
8,exact_base,0.8448275862068966
9,exact_base,0.8515325670498084
10,exact_base,0.8630268199233716
1,overall,0.3055555555555556
2,overall,0.3831417624521073
3,overall,0.42049808429118773
4,overall,0.44157088122605365
5,overall,0.45306513409961685
6,overall,0.46839080459770116
7,overall,0.4818007662835249
8,overall,0.4932950191570881
9,overall,0.5019157088122606
10,overall,0.5076628352490421
