reagent_type,top_k,accuracy
overall,1,0.39176245210727967
overall,2,0.5775862068965517
overall,3,0.6733716475095786
overall,4,0.7241379310344828
overall,5,0.7701149425287356
overall,6,0.7921455938697318
overall,7,0.8170498084291188
overall,8,0.8362068965517241
overall,9,0.8477011494252874
overall,10,0.8611111111111112
fine_solvent,1,0.4492337164750958
fine_solvent,2,0.6455938697318008
fine_solvent,3,0.7547892720306514
fine_solvent,4,0.8103448275862069
fine_solvent,5,0.8448275862068966
fine_solvent,6,0.8649425287356322
fine_solvent,7,0.8860153256704981
fine_solvent,8,0.9003831417624522
fine_solvent,9,0.9118773946360154
fine_solvent,10,0.9243295019157088
base,1,0.8457854406130269
base,2,0.8783524904214559
base,3,0.8955938697318008
base,4,0.9128352490421456
base,5,0.9291187739463601
base,6,0.9367816091954023
base,7,0.9444444444444444
base,8,0.9501915708812261
base,9,0.9540229885057471
base,10,0.960727969348659
