reagent_type,top_k,accuracy
overall,1,0.3496168582375479
overall,2,0.5373563218390804
overall,3,0.6522988505747126
overall,4,0.7394636015325671
overall,5,0.8007662835249042
overall,6,0.8237547892720306
overall,7,0.853448275862069
overall,8,0.8745210727969349
overall,9,0.8936781609195402
overall,10,0.9003831417624522
coarse_solvent,1,0.42049808429118773
coarse_solvent,2,0.6206896551724138
coarse_solvent,3,0.7567049808429118
coarse_solvent,4,0.8620689655172413
coarse_solvent,5,0.9262452107279694
coarse_solvent,6,0.9492337164750958
coarse_solvent,7,0.9683908045977011
coarse_solvent,8,0.9779693486590039
coarse_solvent,9,0.9818007662835249
coarse_solvent,10,0.9846743295019157
base,1,0.8218390804597702
base,2,0.8486590038314177
base,3,0.8639846743295019
base,4,0.8793103448275862
base,5,0.8908045977011494
base,6,0.9137931034482759
base,7,0.9319923371647509
base,8,0.9415708812260536
base,9,0.9530651340996169
base,10,0.960727969348659
