top_k,reagent_type,accuracy
1,fine_solvent,0.5114942528735632
2,fine_solvent,0.6542145593869731
3,fine_solvent,0.7270114942528736
4,fine_solvent,0.789272030651341
5,fine_solvent,0.8371647509578544
6,fine_solvent,0.8706896551724138
7,fine_solvent,0.9080459770114943
8,fine_solvent,0.9233716475095786
9,fine_solvent,0.9310344827586207
10,fine_solvent,0.9339080459770115
1,base,0.7672413793103449
2,base,0.8850574712643678
3,base,0.9406130268199234
4,base,0.9559386973180076
5,base,0.9568965517241379
6,base,0.9568965517241379
7,base,0.9578544061302682
8,base,0.9578544061302682
9,base,0.9578544061302682
10,base,0.9578544061302682
