top_k,reagent_type,accuracy
1,exact_solvent,0.36877394636015326
2,exact_solvent,0.45881226053639845
3,exact_solvent,0.5105363984674329
4,exact_solvent,0.5402298850574713
5,exact_solvent,0.5584291187739464
6,exact_solvent,0.5775862068965517
7,exact_solvent,0.5919540229885057
8,exact_solvent,0.60727969348659
9,exact_solvent,0.6283524904214559
10,exact_solvent,0.6379310344827587
1,exact_base,0.5574712643678161
2,exact_base,0.6877394636015326
3,exact_base,0.7624521072796935
4,exact_base,0.7921455938697318
5,exact_base,0.8132183908045977
6,exact_base,0.8352490421455939
7,exact_base,0.8419540229885057
8,exact_base,0.8515325670498084
9,exact_base,0.8601532567049809
10,exact_base,0.867816091954023
1,overall,0.32950191570881227
2,overall,0.3994252873563218
3,overall,0.4425287356321839
4,overall,0.4616858237547893
5,overall,0.46839080459770116
6,overall,0.4760536398467433
7,overall,0.4827586206896552
8,overall,0.49616858237547895
9,overall,0.5124521072796935
10,overall,0.5172413793103449
