reagent_type,top_k,accuracy
overall,1,0.49616858237547895
overall,2,0.6436781609195402
overall,3,0.7298850574712644
overall,4,0.7768199233716475
overall,5,0.8113026819923371
overall,6,0.8362068965517241
overall,7,0.8515325670498084
overall,8,0.8668582375478927
overall,9,0.8764367816091954
overall,10,0.8879310344827587
fine_solvent,1,0.5574712643678161
fine_solvent,2,0.7059386973180076
fine_solvent,3,0.8007662835249042
fine_solvent,4,0.8486590038314177
fine_solvent,5,0.8850574712643678
fine_solvent,6,0.9061302681992337
fine_solvent,7,0.9204980842911877
fine_solvent,8,0.9386973180076629
fine_solvent,9,0.9473180076628352
fine_solvent,10,0.9549808429118773
base,1,0.8630268199233716
base,2,0.896551724137931
base,3,0.9147509578544061
base,4,0.921455938697318
base,5,0.9243295019157088
base,6,0.9348659003831418
base,7,0.9406130268199234
base,8,0.9425287356321839
base,9,0.9492337164750958
base,10,0.9549808429118773
