top_k,reagent_type,accuracy
1,exact_solvent,0.38601532567049807
2,exact_solvent,0.4846743295019157
3,exact_solvent,0.5258620689655172
4,exact_solvent,0.5440613026819924
5,exact_solvent,0.5718390804597702
6,exact_solvent,0.5881226053639846
7,exact_solvent,0.6044061302681992
8,exact_solvent,0.6226053639846744
9,exact_solvent,0.6350574712643678
10,exact_solvent,0.6446360153256705
1,exact_base,0.5708812260536399
2,exact_base,0.7030651340996169
3,exact_base,0.7634099616858238
4,exact_base,0.7921455938697318
5,exact_base,0.8189655172413793
6,exact_base,0.8342911877394636
7,exact_base,0.8486590038314177
8,exact_base,0.8601532567049809
9,exact_base,0.8716475095785441
10,exact_base,0.8831417624521073
1,overall,0.3486590038314176
2,overall,0.42337164750957856
3,overall,0.45689655172413796
4,overall,0.4703065134099617
5,overall,0.48659003831417624
6,overall,0.4932950191570881
7,overall,0.5028735632183908
8,overall,0.5095785440613027
9,overall,0.5201149425287356
10,overall,0.5306513409961686
