top_k,reagent_type,accuracy
1,exact_solvent,0.38601532567049807
2,exact_solvent,0.48659003831417624
3,exact_solvent,0.5277777777777778
4,exact_solvent,0.5545977011494253
5,exact_solvent,0.5842911877394636
6,exact_solvent,0.5996168582375478
7,exact_solvent,0.6226053639846744
8,exact_solvent,0.6388888888888888
9,exact_solvent,0.6446360153256705
10,exact_solvent,0.6599616858237548
1,exact_base,0.5708812260536399
2,exact_base,0.7193486590038314
3,exact_base,0.7998084291187739
4,exact_base,0.8448275862068966
5,exact_base,0.8860153256704981
6,exact_base,0.9080459770114943
7,exact_base,0.9109195402298851
8,exact_base,0.9109195402298851
9,exact_base,0.9128352490421456
10,exact_base,0.9128352490421456
