top_k,reagent_type,accuracy
1,fine_solvent,0.49089165867689355
2,fine_solvent,0.6404602109300096
3,fine_solvent,0.7171620325982742
4,fine_solvent,0.7651006711409396
5,fine_solvent,0.8092042186001918
6,fine_solvent,0.8341323106423778
7,fine_solvent,0.8552253116011506
8,fine_solvent,0.8715244487056567
9,fine_solvent,0.8935762224352828
10,fine_solvent,0.9117929050814957
1,base,0.7545541706615532
2,base,0.8772770853307766
3,base,0.9156279961649089
4,base,0.925215723873442
5,base,0.9338446788111218
6,base,0.9405560882070949
7,base,0.9453499520613614
8,base,0.9520613614573347
9,base,0.9587727708533078
10,base,0.9635666347075743
1,overall,0.42953020134228187
2,overall,0.5426653883029722
3,overall,0.6069031639501438
4,overall,0.6558005752636625
5,overall,0.6989453499520614
6,overall,0.7277085330776606
7,overall,0.7583892617449665
8,overall,0.7823585810162992
9,overall,0.8120805369127517
10,overall,0.8293384467881112
