reagent_type,top_k,accuracy
fine_solvent,1,0.5091083413231065
fine_solvent,2,0.6855225311601151
fine_solvent,3,0.7957813998082455
fine_solvent,4,0.8523489932885906
fine_solvent,5,0.8830297219558965
fine_solvent,6,0.9012464046021093
fine_solvent,7,0.9117929050814957
fine_solvent,8,0.9213806327900288
fine_solvent,9,0.9348034515819751
fine_solvent,10,0.9453499520613614
base,1,0.8437200383509108
base,2,0.8590604026845637
base,3,0.8676893576222435
base,4,0.8993288590604027
base,5,0.9079578139980825
base,6,0.9146692233940557
base,7,0.9204218600191755
base,8,0.925215723873442
base,9,0.9328859060402684
base,10,0.9405560882070949
overall,1,0.42857142857142855
overall,2,0.5982742090124641
overall,3,0.697986577181208
overall,4,0.7670182166826462
overall,5,0.7957813998082455
overall,6,0.8168744007670182
overall,7,0.8283796740172579
overall,8,0.8389261744966443
overall,9,0.8533077660594439
overall,10,0.8715244487056567
