reagent_type,top_k,accuracy
fine_solvent,1,0.5210727969348659
fine_solvent,2,0.6934865900383141
fine_solvent,3,0.7988505747126436
fine_solvent,4,0.8457854406130269
fine_solvent,5,0.8716475095785441
fine_solvent,6,0.8908045977011494
fine_solvent,7,0.9128352490421456
fine_solvent,8,0.9291187739463601
fine_solvent,9,0.9425287356321839
fine_solvent,10,0.9540229885057471
base,1,0.8524904214559387
base,2,0.8706896551724138
base,3,0.8812260536398467
base,4,0.89272030651341
base,5,0.9013409961685823
base,6,0.9032567049808429
base,7,0.9109195402298851
base,8,0.9185823754789272
base,9,0.9291187739463601
base,10,0.9377394636015326
overall,1,0.45689655172413796
overall,2,0.6159003831417624
overall,3,0.7145593869731801
overall,4,0.7586206896551724
overall,5,0.7844827586206896
overall,6,0.8017241379310345
overall,7,0.8218390804597702
overall,8,0.8371647509578544
overall,9,0.853448275862069
overall,10,0.8668582375478927
