reagent_type,top_k,accuracy
fine_solvent,1,0.4990421455938697
fine_solvent,2,0.6886973180076629
fine_solvent,3,0.8113026819923371
fine_solvent,4,0.8793103448275862
fine_solvent,5,0.8994252873563219
fine_solvent,6,0.9195402298850575
fine_solvent,7,0.9406130268199234
fine_solvent,8,0.9578544061302682
fine_solvent,9,0.9741379310344828
fine_solvent,10,0.985632183908046
fine_solvent,11,0.9932950191570882
fine_solvent,12,0.9952107279693486
fine_solvent,13,1.0
base,1,0.8256704980842912
base,2,0.9310344827586207
base,3,0.9693486590038314
base,4,0.9846743295019157
base,5,0.9904214559386973
base,6,0.9942528735632183
base,7,1.0
