top_k,reagent_type,accuracy
1,fine_solvent,0.5181992337164751
2,fine_solvent,0.6695402298850575
3,fine_solvent,0.7509578544061303
4,fine_solvent,0.8017241379310345
5,fine_solvent,0.8352490421455939
6,fine_solvent,0.8697318007662835
7,fine_solvent,0.8898467432950191
8,fine_solvent,0.9051724137931034
9,fine_solvent,0.9176245210727969
10,fine_solvent,0.9281609195402298
1,base,0.7710727969348659
2,base,0.8888888888888888
3,base,0.9233716475095786
4,base,0.9319923371647509
5,base,0.9377394636015326
6,base,0.9425287356321839
7,base,0.9473180076628352
8,base,0.9521072796934866
9,base,0.9588122605363985
10,base,0.9626436781609196
1,overall,0.45689655172413796
2,overall,0.5737547892720306
3,overall,0.6455938697318008
4,overall,0.6944444444444444
5,overall,0.7327586206896551
6,overall,0.7701149425287356
7,overall,0.7931034482758621
8,overall,0.8151340996168582
9,overall,0.8362068965517241
10,overall,0.8467432950191571
