reagent_type,top_k,accuracy
overall,1,0.3946360153256705
overall,2,0.5545977011494253
overall,3,0.6580459770114943
overall,4,0.7298850574712644
overall,5,0.7729885057471264
overall,6,0.7988505747126436
overall,7,0.8208812260536399
overall,8,0.8381226053639846
overall,9,0.8524904214559387
overall,10,0.867816091954023
fine_solvent,1,0.4492337164750958
fine_solvent,2,0.6111111111111112
fine_solvent,3,0.7270114942528736
fine_solvent,4,0.803639846743295
fine_solvent,5,0.8438697318007663
fine_solvent,6,0.8649425287356322
fine_solvent,7,0.8802681992337165
fine_solvent,8,0.8936781609195402
fine_solvent,9,0.9080459770114943
fine_solvent,10,0.9185823754789272
base,1,0.8591954022988506
base,2,0.8888888888888888
base,3,0.8994252873563219
base,4,0.9195402298850575
base,5,0.9319923371647509
base,6,0.9377394636015326
base,7,0.9434865900383141
base,8,0.9501915708812261
base,9,0.9540229885057471
base,10,0.9674329501915708
