top_k,reagent_type,accuracy
1,exact_solvent,0.36877394636015326
2,exact_solvent,0.46264367816091956
3,exact_solvent,0.5181992337164751
4,exact_solvent,0.5459770114942529
5,exact_solvent,0.5708812260536399
6,exact_solvent,0.5814176245210728
7,exact_solvent,0.5948275862068966
8,exact_solvent,0.6053639846743295
9,exact_solvent,0.6168582375478927
10,exact_solvent,0.6264367816091954
1,exact_base,0.5718390804597702
2,exact_base,0.6925287356321839
3,exact_base,0.7567049808429118
4,exact_base,0.789272030651341
5,exact_base,0.8227969348659003
6,exact_base,0.8419540229885057
7,exact_base,0.8544061302681992
8,exact_base,0.8668582375478927
9,exact_base,0.8831417624521073
10,exact_base,0.8860153256704981
1,overall,0.328544061302682
2,overall,0.40325670498084293
3,overall,0.4434865900383142
4,overall,0.45977011494252873
5,overall,0.47413793103448276
6,overall,0.4827586206896552
7,overall,0.49137931034482757
8,overall,0.4990421455938697
9,overall,0.5105363984674329
10,overall,0.5191570881226054
