reagent_type,top_k,accuracy
overall,1,0.28475551294343243
overall,2,0.5091083413231065
overall,3,0.6174496644295302
overall,4,0.7066155321188878
overall,5,0.7929050814956855
overall,6,0.8293384467881112
overall,7,0.862895493767977
overall,8,0.8868648130393096
overall,9,0.8983700862895494
overall,10,0.909875359539789
coarse_solvent,1,0.38926174496644295
coarse_solvent,2,0.6356663470757431
coarse_solvent,3,0.7698945349952061
coarse_solvent,4,0.8926174496644296
coarse_solvent,5,0.9846596356663471
coarse_solvent,6,0.9846596356663471
coarse_solvent,7,0.9846596356663471
coarse_solvent,8,0.9846596356663471
coarse_solvent,9,0.9846596356663471
coarse_solvent,10,1.0
base,1,0.8044103547459253
base,2,0.8044103547459253
base,3,0.8044103547459253
base,4,0.8044103547459253
base,5,0.8044103547459253
base,6,0.8744007670182167
base,7,0.9319271332694151
base,8,0.9760306807286673
base,9,0.9760306807286673
base,10,0.9760306807286673
