metric_name,value
coarse_solvent_macro_precision,0.06487695749440715
coarse_solvent_macro_recall,0.16666666666666666
coarse_solvent_micro_f1,0.38926174496644295
coarse_solvent_macro_f1,0.09339774557165863
base_macro_precision,0.1149157649637036
base_macro_recall,0.14285714285714285
base_micro_f1,0.8044103547459253
base_macro_f1,0.12737209655381812
