reagent_type,top_k,accuracy
overall,1,0.4511494252873563
overall,2,0.6082375478927203
overall,3,0.7011494252873564
overall,4,0.7576628352490421
overall,5,0.7950191570881227
overall,6,0.8122605363984674
overall,7,0.8352490421455939
overall,8,0.8486590038314177
overall,9,0.8639846743295019
overall,10,0.8773946360153256
fine_solvent,1,0.49616858237547895
fine_solvent,2,0.671455938697318
fine_solvent,3,0.774904214559387
fine_solvent,4,0.8227969348659003
fine_solvent,5,0.8620689655172413
fine_solvent,6,0.8802681992337165
fine_solvent,7,0.9003831417624522
fine_solvent,8,0.9128352490421456
fine_solvent,9,0.9262452107279694
fine_solvent,10,0.9339080459770115
base,1,0.8716475095785441
base,2,0.8917624521072797
base,3,0.9032567049808429
base,4,0.9176245210727969
base,5,0.9281609195402298
base,6,0.9367816091954023
base,7,0.9425287356321839
base,8,0.9454022988505747
base,9,0.9521072796934866
base,10,0.9578544061302682
