reagent_type,top_k,accuracy
overall,1,0.4128352490421456
overall,2,0.5909961685823755
overall,3,0.7126436781609196
overall,4,0.7911877394636015
overall,5,0.8295019157088123
overall,6,0.8544061302681992
overall,7,0.8783524904214559
overall,8,0.8917624521072797
overall,9,0.9147509578544061
overall,10,0.9204980842911877
coarse_solvent,1,0.46839080459770116
coarse_solvent,2,0.6676245210727969
coarse_solvent,3,0.8065134099616859
coarse_solvent,4,0.9003831417624522
coarse_solvent,5,0.9415708812260536
coarse_solvent,6,0.9568965517241379
coarse_solvent,7,0.9683908045977011
coarse_solvent,8,0.9798850574712644
coarse_solvent,9,0.9913793103448276
coarse_solvent,10,0.9942528735632183
base,1,0.8515325670498084
base,2,0.867816091954023
base,3,0.8773946360153256
base,4,0.8850574712643678
base,5,0.8975095785440613
base,6,0.9185823754789272
base,7,0.9396551724137931
base,8,0.9473180076628352
base,9,0.9540229885057471
base,10,0.9616858237547893
