top_k,reagent_type,accuracy
1,fine_solvent,0.4841802492809204
2,fine_solvent,0.6395014381591563
3,fine_solvent,0.7181208053691275
4,fine_solvent,0.7708533077660594
5,fine_solvent,0.8178331735378715
6,fine_solvent,0.8513902205177373
7,fine_solvent,0.87248322147651
8,fine_solvent,0.8964525407478428
9,fine_solvent,0.9146692233940557
10,fine_solvent,0.9223394055608821
1,base,0.7622243528283796
2,base,0.8906999041227229
3,base,0.9194630872483222
4,base,0.9271332694151486
5,base,0.9357622243528284
6,base,0.9482262703739214
7,base,0.9568552253116012
8,base,0.9616490891658677
9,base,0.9664429530201343
10,base,0.9683604985618408
1,overall,0.4199424736337488
2,overall,0.548418024928092
3,overall,0.6184084372003835
4,overall,0.6673058485139022
5,overall,0.7181208053691275
6,overall,0.7459252157238735
7,overall,0.7775647171620326
8,overall,0.8024928092042186
9,overall,0.8207094918504314
10,overall,0.8312559923298178
