reagent_type,top_k,accuracy
exact_solvent,1,0.13793103448275862
exact_solvent,2,0.2289272030651341
exact_solvent,3,0.29310344827586204
exact_solvent,4,0.3486590038314176
exact_solvent,5,0.4128352490421456
exact_solvent,6,0.4444444444444444
exact_solvent,7,0.4760536398467433
exact_solvent,8,0.5057471264367817
exact_solvent,9,0.5363984674329502
exact_solvent,10,0.564176245210728
exact_solvent,11,0.5871647509578544
exact_solvent,12,0.6005747126436781
exact_solvent,13,0.6159003831417624
exact_solvent,14,0.6293103448275862
exact_solvent,15,0.6503831417624522
exact_solvent,16,0.6657088122605364
exact_solvent,17,0.6791187739463601
exact_solvent,18,0.696360153256705
exact_solvent,19,0.7145593869731801
exact_solvent,20,0.7289272030651341
exact_solvent,21,0.7375478927203065
exact_solvent,22,0.7509578544061303
exact_solvent,23,0.7605363984674329
exact_solvent,24,0.7662835249042146
exact_solvent,25,0.7777777777777778
exact_solvent,26,0.7854406130268199
exact_solvent,27,0.789272030651341
exact_solvent,28,0.7969348659003831
exact_solvent,29,0.8017241379310345
exact_solvent,30,0.8074712643678161
exact_solvent,31,0.8122605363984674
exact_solvent,32,0.8189655172413793
exact_solvent,33,0.8227969348659003
exact_solvent,34,0.8304597701149425
exact_solvent,35,0.8342911877394636
exact_solvent,36,0.8381226053639846
exact_solvent,37,0.8419540229885057
exact_solvent,38,0.8438697318007663
exact_solvent,39,0.8477011494252874
exact_solvent,40,0.8496168582375478
exact_solvent,41,0.8544061302681992
exact_solvent,42,0.85727969348659
exact_solvent,43,0.85727969348659
exact_solvent,44,0.8582375478927203
exact_solvent,45,0.8611111111111112
exact_solvent,46,0.8611111111111112
exact_solvent,47,0.8668582375478927
exact_solvent,48,0.8697318007662835
exact_solvent,49,0.8726053639846744
exact_solvent,50,0.8726053639846744
exact_solvent,51,0.8745210727969349
exact_solvent,52,0.8745210727969349
exact_solvent,53,0.8754789272030651
exact_solvent,54,0.8783524904214559
exact_solvent,55,0.8802681992337165
exact_solvent,56,0.8831417624521073
exact_solvent,57,0.8850574712643678
exact_solvent,58,0.8879310344827587
exact_solvent,59,0.8898467432950191
exact_solvent,60,0.8898467432950191
exact_solvent,61,0.8946360153256705
exact_solvent,62,0.8955938697318008
exact_solvent,63,0.8955938697318008
exact_solvent,64,0.8984674329501916
exact_solvent,65,0.9003831417624522
exact_solvent,66,0.9013409961685823
exact_solvent,67,0.9051724137931034
exact_solvent,68,0.9080459770114943
exact_solvent,69,0.9080459770114943
exact_solvent,70,0.9090038314176245
exact_solvent,71,0.9118773946360154
exact_solvent,72,0.9118773946360154
exact_solvent,73,0.9128352490421456
exact_solvent,74,0.9128352490421456
exact_solvent,75,0.9128352490421456
exact_solvent,76,0.9147509578544061
exact_solvent,77,0.9147509578544061
exact_solvent,78,0.9147509578544061
exact_solvent,79,0.9157088122605364
exact_solvent,80,0.9166666666666666
exact_solvent,81,0.9204980842911877
exact_solvent,82,0.9204980842911877
exact_solvent,83,0.921455938697318
exact_solvent,84,0.921455938697318
exact_solvent,85,0.921455938697318
exact_solvent,86,0.921455938697318
exact_solvent,87,0.921455938697318
exact_solvent,88,0.9224137931034483
exact_solvent,89,0.9224137931034483
exact_solvent,90,0.9233716475095786
exact_solvent,91,0.9243295019157088
exact_solvent,92,0.9252873563218391
exact_solvent,93,0.9291187739463601
exact_solvent,94,0.9291187739463601
exact_solvent,95,0.9291187739463601
exact_solvent,96,0.9291187739463601
exact_solvent,97,0.9291187739463601
exact_solvent,98,0.9329501915708812
exact_solvent,99,0.9348659003831418
exact_solvent,100,0.9348659003831418
exact_solvent,101,0.9348659003831418
exact_solvent,102,0.9348659003831418
exact_solvent,103,0.935823754789272
exact_solvent,104,0.935823754789272
exact_solvent,105,0.935823754789272
exact_solvent,106,0.935823754789272
exact_solvent,107,0.9367816091954023
exact_solvent,108,0.9377394636015326
exact_solvent,109,0.9377394636015326
exact_solvent,110,0.9377394636015326
exact_solvent,111,0.9377394636015326
exact_solvent,112,0.9386973180076629
exact_solvent,113,0.9396551724137931
exact_solvent,114,0.9396551724137931
exact_solvent,115,0.9396551724137931
exact_solvent,116,0.9396551724137931
exact_solvent,117,0.9406130268199234
exact_solvent,118,0.9406130268199234
exact_solvent,119,0.9406130268199234
exact_solvent,120,0.9406130268199234
exact_solvent,121,0.9406130268199234
exact_solvent,122,0.9406130268199234
exact_solvent,123,0.9406130268199234
exact_solvent,124,0.9415708812260536
exact_solvent,125,0.9425287356321839
exact_solvent,126,0.9425287356321839
exact_solvent,127,0.9434865900383141
exact_solvent,128,0.9434865900383141
exact_solvent,129,0.9434865900383141
exact_solvent,130,0.9434865900383141
exact_solvent,131,0.9434865900383141
exact_solvent,132,0.9444444444444444
exact_solvent,133,0.9444444444444444
exact_solvent,134,0.9454022988505747
exact_solvent,135,0.9473180076628352
exact_solvent,136,0.9473180076628352
exact_solvent,137,0.9473180076628352
exact_solvent,138,0.9473180076628352
exact_solvent,139,0.9473180076628352
exact_solvent,140,0.9482758620689655
exact_solvent,141,0.9492337164750958
exact_solvent,142,0.9492337164750958
exact_solvent,143,0.9492337164750958
exact_solvent,144,0.9501915708812261
exact_solvent,145,0.9501915708812261
exact_solvent,146,0.9501915708812261
exact_solvent,147,0.9501915708812261
exact_solvent,148,0.9511494252873564
exact_solvent,149,0.9511494252873564
exact_solvent,150,0.9511494252873564
exact_solvent,151,0.9521072796934866
exact_solvent,152,0.9521072796934866
exact_solvent,153,0.9521072796934866
exact_solvent,154,0.9521072796934866
exact_solvent,155,0.9521072796934866
exact_solvent,156,0.9521072796934866
exact_solvent,157,0.9530651340996169
exact_solvent,158,0.9530651340996169
exact_solvent,159,0.9530651340996169
exact_solvent,160,0.9530651340996169
exact_solvent,161,0.9540229885057471
exact_solvent,162,0.9540229885057471
exact_solvent,163,0.9540229885057471
exact_solvent,164,0.9540229885057471
exact_solvent,165,0.9540229885057471
exact_solvent,166,0.9540229885057471
exact_solvent,167,0.9540229885057471
exact_solvent,168,0.9540229885057471
exact_solvent,169,0.9540229885057471
exact_solvent,170,0.9540229885057471
exact_solvent,171,0.9540229885057471
exact_solvent,172,0.9540229885057471
exact_solvent,173,0.9540229885057471
exact_solvent,174,0.9540229885057471
exact_solvent,175,0.9540229885057471
exact_solvent,176,0.9540229885057471
exact_solvent,177,0.9540229885057471
exact_solvent,178,0.9540229885057471
exact_solvent,179,0.9540229885057471
exact_solvent,180,0.9540229885057471
exact_solvent,181,0.9540229885057471
exact_solvent,182,0.9540229885057471
exact_solvent,183,0.9540229885057471
exact_solvent,184,0.9540229885057471
exact_solvent,185,0.9540229885057471
exact_solvent,186,0.9540229885057471
exact_solvent,187,0.9540229885057471
exact_solvent,188,0.9540229885057471
exact_solvent,189,0.9540229885057471
exact_solvent,190,0.9540229885057471
exact_solvent,191,0.9540229885057471
exact_solvent,192,0.9549808429118773
exact_solvent,193,0.9559386973180076
exact_solvent,194,0.9559386973180076
exact_solvent,195,0.9568965517241379
exact_solvent,196,0.9568965517241379
exact_solvent,197,0.9588122605363985
exact_solvent,198,0.9588122605363985
exact_solvent,199,0.9588122605363985
