top_k,reagent_type,accuracy
1,exact_solvent,0.3649425287356322
2,exact_solvent,0.44157088122605365
3,exact_solvent,0.4904214559386973
4,exact_solvent,0.514367816091954
5,exact_solvent,0.5383141762452107
6,exact_solvent,0.5651340996168582
7,exact_solvent,0.5852490421455939
8,exact_solvent,0.5986590038314177
9,exact_solvent,0.6149425287356322
10,exact_solvent,0.6273946360153256
1,exact_base,0.5909961685823755
2,exact_base,0.6934865900383141
3,exact_base,0.7528735632183908
4,exact_base,0.7883141762452107
5,exact_base,0.8113026819923371
6,exact_base,0.8333333333333334
7,exact_base,0.8457854406130269
8,exact_base,0.8582375478927203
9,exact_base,0.8668582375478927
10,exact_base,0.8773946360153256
1,overall,0.33237547892720304
2,overall,0.3994252873563218
3,overall,0.4386973180076628
4,overall,0.45306513409961685
5,overall,0.4674329501915709
6,overall,0.4837164750957854
7,overall,0.4904214559386973
8,overall,0.5019157088122606
9,overall,0.5124521072796935
10,overall,0.5162835249042146
