top_k,reagent_type,accuracy
1,exact_solvent,0.3649425287356322
2,exact_solvent,0.4444444444444444
3,exact_solvent,0.49233716475095785
4,exact_solvent,0.5181992337164751
5,exact_solvent,0.5440613026819924
6,exact_solvent,0.5775862068965517
7,exact_solvent,0.5957854406130269
8,exact_solvent,0.617816091954023
9,exact_solvent,0.6312260536398467
10,exact_solvent,0.6532567049808429
1,exact_base,0.5909961685823755
2,exact_base,0.7337164750957854
3,exact_base,0.8170498084291188
4,exact_base,0.8601532567049809
5,exact_base,0.8917624521072797
6,exact_base,0.9013409961685823
7,exact_base,0.9032567049808429
8,exact_base,0.9032567049808429
9,exact_base,0.9032567049808429
10,exact_base,0.9032567049808429
