top_k,reagent_type,accuracy
1,coarse_solvent,0.5067049808429118
2,coarse_solvent,0.6791187739463601
3,coarse_solvent,0.7806513409961686
4,coarse_solvent,0.8448275862068966
5,coarse_solvent,0.896551724137931
6,coarse_solvent,0.9454022988505747
7,coarse_solvent,0.9655172413793104
8,coarse_solvent,0.9760536398467433
9,coarse_solvent,0.9827586206896551
10,coarse_solvent,0.9846743295019157
1,base,0.7586206896551724
2,base,0.8936781609195402
3,base,0.921455938697318
4,base,0.9319923371647509
5,base,0.9425287356321839
6,base,0.9492337164750958
7,base,0.9597701149425287
8,base,0.9683908045977011
9,base,0.9703065134099617
10,base,0.9712643678160919
1,overall,0.4434865900383142
2,overall,0.5814176245210728
3,overall,0.657088122605364
4,overall,0.7136015325670498
5,overall,0.7662835249042146
6,overall,0.8266283524904214
7,overall,0.8524904214559387
8,overall,0.8745210727969349
9,overall,0.8869731800766284
10,overall,0.8955938697318008
