top_k,reagent_type,accuracy
1,fine_solvent,0.48563218390804597
2,fine_solvent,0.6503831417624522
3,fine_solvent,0.75
4,fine_solvent,0.8151340996168582
5,fine_solvent,0.8620689655172413
6,fine_solvent,0.8869731800766284
7,fine_solvent,0.9176245210727969
8,fine_solvent,0.9339080459770115
9,fine_solvent,0.9386973180076629
10,fine_solvent,0.9386973180076629
1,base,0.7787356321839081
2,base,0.8898467432950191
3,base,0.9339080459770115
4,base,0.946360153256705
5,base,0.9501915708812261
6,base,0.9501915708812261
7,base,0.9501915708812261
8,base,0.9501915708812261
9,base,0.9501915708812261
10,base,0.9501915708812261
