top_k,reagent_type,accuracy
1,fine_solvent,0.48563218390804597
2,fine_solvent,0.6369731800766284
3,fine_solvent,0.7318007662835249
4,fine_solvent,0.7768199233716475
5,fine_solvent,0.8256704980842912
6,fine_solvent,0.8659003831417624
7,fine_solvent,0.8840996168582376
8,fine_solvent,0.9032567049808429
9,fine_solvent,0.9185823754789272
10,fine_solvent,0.9291187739463601
1,base,0.7787356321839081
2,base,0.8783524904214559
3,base,0.9051724137931034
4,base,0.9185823754789272
5,base,0.9252873563218391
6,base,0.9281609195402298
7,base,0.9348659003831418
8,base,0.9406130268199234
9,base,0.9454022988505747
10,base,0.9492337164750958
1,overall,0.4329501915708812
2,overall,0.553639846743295
3,overall,0.6235632183908046
4,overall,0.6647509578544061
5,overall,0.7068965517241379
6,overall,0.7442528735632183
7,overall,0.7624521072796935
8,overall,0.7921455938697318
9,overall,0.8103448275862069
10,overall,0.828544061302682
