reagent_type,top_k,accuracy
overall,1,0.3706896551724138
overall,2,0.5220306513409961
overall,3,0.6273946360153256
overall,4,0.671455938697318
overall,5,0.7136015325670498
overall,6,0.7404214559386973
overall,7,0.7614942528735632
overall,8,0.7844827586206896
overall,9,0.7969348659003831
overall,10,0.8122605363984674
fine_solvent,1,0.4281609195402299
fine_solvent,2,0.6101532567049809
fine_solvent,3,0.7375478927203065
fine_solvent,4,0.7806513409961686
fine_solvent,5,0.8247126436781609
fine_solvent,6,0.8438697318007663
fine_solvent,7,0.8601532567049809
fine_solvent,8,0.8783524904214559
fine_solvent,9,0.8917624521072797
fine_solvent,10,0.8994252873563219
base,1,0.8189655172413793
base,2,0.8352490421455939
base,3,0.8477011494252874
base,4,0.8764367816091954
base,5,0.8946360153256705
base,6,0.9128352490421456
base,7,0.9262452107279694
base,8,0.9339080459770115
base,9,0.9367816091954023
base,10,0.9444444444444444
