top_k,reagent_type,accuracy
1,coarse_solvent,0.5450191570881227
2,coarse_solvent,0.685823754789272
3,coarse_solvent,0.7806513409961686
4,coarse_solvent,0.8438697318007663
5,coarse_solvent,0.9003831417624522
6,coarse_solvent,0.9425287356321839
7,coarse_solvent,0.9674329501915708
8,coarse_solvent,0.9779693486590039
9,coarse_solvent,0.9818007662835249
10,coarse_solvent,0.9837164750957854
1,base,0.7816091954022989
2,base,0.8879310344827587
3,base,0.9224137931034483
4,base,0.9339080459770115
5,base,0.9444444444444444
6,base,0.9511494252873564
7,base,0.9616858237547893
8,base,0.9664750957854407
9,base,0.9674329501915708
10,base,0.9674329501915708
1,overall,0.4789272030651341
2,overall,0.592911877394636
3,overall,0.6676245210727969
4,overall,0.7327586206896551
5,overall,0.7902298850574713
6,overall,0.8467432950191571
7,overall,0.882183908045977
8,overall,0.9051724137931034
9,overall,0.9099616858237548
10,overall,0.9099616858237548
