reagent_type,top_k,accuracy
fine_solvent,1,0.5201149425287356
fine_solvent,2,0.7116858237547893
fine_solvent,3,0.8295019157088123
fine_solvent,4,0.8802681992337165
fine_solvent,5,0.9032567049808429
fine_solvent,6,0.9262452107279694
fine_solvent,7,0.9473180076628352
fine_solvent,8,0.9588122605363985
fine_solvent,9,0.9703065134099617
fine_solvent,10,0.9798850574712644
fine_solvent,11,0.9865900383141762
fine_solvent,12,0.9932950191570882
fine_solvent,13,1.0
base,1,0.8477011494252874
base,2,0.9367816091954023
base,3,0.9703065134099617
base,4,0.9827586206896551
base,5,0.9913793103448276
base,6,0.9942528735632183
base,7,1.0
