reagent_type,top_k,accuracy
overall,1,0.5162835249042146
overall,2,0.6609195402298851
overall,3,0.7528735632183908
overall,4,0.8304597701149425
overall,5,0.8735632183908046
overall,6,0.8975095785440613
overall,7,0.9166666666666666
overall,8,0.9243295019157088
overall,9,0.935823754789272
overall,10,0.9406130268199234
coarse_solvent,1,0.5689655172413793
coarse_solvent,2,0.7183908045977011
coarse_solvent,3,0.8180076628352491
coarse_solvent,4,0.9022988505747126
coarse_solvent,5,0.9549808429118773
coarse_solvent,6,0.9703065134099617
coarse_solvent,7,0.9865900383141762
coarse_solvent,8,0.9885057471264368
coarse_solvent,9,0.9942528735632183
coarse_solvent,10,0.9971264367816092
base,1,0.867816091954023
base,2,0.8946360153256705
base,3,0.9080459770114943
base,4,0.921455938697318
base,5,0.9300766283524904
base,6,0.9492337164750958
base,7,0.9626436781609196
base,8,0.9674329501915708
base,9,0.9779693486590039
base,10,0.9827586206896551
