top_k,reagent_type,accuracy
1,fine_solvent,0.4904214559386973
2,fine_solvent,0.6283524904214559
3,fine_solvent,0.7164750957854407
4,fine_solvent,0.7911877394636015
5,fine_solvent,0.8362068965517241
6,fine_solvent,0.8764367816091954
7,fine_solvent,0.9032567049808429
8,fine_solvent,0.9185823754789272
9,fine_solvent,0.9291187739463601
10,fine_solvent,0.9339080459770115
1,base,0.8275862068965517
2,base,0.8936781609195402
3,base,0.9157088122605364
4,base,0.9224137931034483
5,base,0.9262452107279694
6,base,0.935823754789272
7,base,0.9415708812260536
8,base,0.9511494252873564
9,base,0.9559386973180076
10,base,0.9578544061302682
1,overall,0.44061302681992337
2,overall,0.5555555555555556
3,overall,0.6398467432950191
4,overall,0.6944444444444444
5,overall,0.7327586206896551
6,overall,0.7720306513409961
7,overall,0.7959770114942529
8,overall,0.8170498084291188
9,overall,0.8342911877394636
10,overall,0.8448275862068966
