top_k,reagent_type,accuracy
1,fine_solvent,0.4904214559386973
2,fine_solvent,0.6360153256704981
3,fine_solvent,0.7308429118773946
4,fine_solvent,0.8045977011494253
5,fine_solvent,0.8591954022988506
6,fine_solvent,0.9013409961685823
7,fine_solvent,0.9224137931034483
8,fine_solvent,0.9310344827586207
9,fine_solvent,0.9367816091954023
10,fine_solvent,0.9377394636015326
1,base,0.8275862068965517
2,base,0.921455938697318
3,base,0.9549808429118773
4,base,0.9588122605363985
5,base,0.9588122605363985
6,base,0.9588122605363985
7,base,0.9588122605363985
8,base,0.9588122605363985
9,base,0.9588122605363985
10,base,0.9588122605363985
