top_k,reagent_type,accuracy
1,fine_solvent,0.4813039309683605
2,fine_solvent,0.6529242569511026
3,fine_solvent,0.7449664429530202
4,fine_solvent,0.8216682646212847
5,fine_solvent,0.8667305848513902
6,fine_solvent,0.9022051773729626
7,fine_solvent,0.9194630872483222
8,fine_solvent,0.9261744966442953
9,fine_solvent,0.9261744966442953
10,fine_solvent,0.9261744966442953
1,base,0.7737296260786194
2,base,0.8897411313518696
3,base,0.9415148609779482
4,base,0.9587727708533078
5,base,0.959731543624161
6,base,0.959731543624161
7,base,0.959731543624161
8,base,0.959731543624161
9,base,0.959731543624161
10,base,0.959731543624161
