top_k,reagent_type,accuracy
1,fine_solvent,0.4813039309683605
2,fine_solvent,0.6366251198465963
3,fine_solvent,0.716203259827421
4,fine_solvent,0.7900287631831256
5,fine_solvent,0.8235858101629914
6,fine_solvent,0.8581016299137104
7,fine_solvent,0.8859060402684564
8,fine_solvent,0.9012464046021093
9,fine_solvent,0.9156279961649089
10,fine_solvent,0.9232981783317353
1,base,0.7737296260786194
2,base,0.8791946308724832
3,base,0.912751677852349
4,base,0.9223394055608821
5,base,0.9290508149568553
6,base,0.9348034515819751
7,base,0.9415148609779482
8,base,0.950143815915628
9,base,0.9549376797698945
10,base,0.9587727708533078
1,overall,0.4333652924256951
2,overall,0.5522531160115053
3,overall,0.6184084372003835
4,overall,0.675934803451582
5,overall,0.7152444870565676
6,overall,0.7593480345158198
7,overall,0.7909875359539789
8,overall,0.8197507190795782
9,overall,0.8312559923298178
10,overall,0.835091083413231
