top_k,reagent_type,accuracy
1,coarse_solvent,0.4966442953020134
2,coarse_solvent,0.6912751677852349
3,coarse_solvent,0.8015340364333653
4,coarse_solvent,0.8974113135186961
5,coarse_solvent,0.9616490891658677
6,coarse_solvent,0.975071907957814
7,coarse_solvent,0.975071907957814
8,coarse_solvent,0.975071907957814
9,coarse_solvent,0.975071907957814
10,coarse_solvent,0.975071907957814
1,base,0.7737296260786194
2,base,0.8897411313518696
3,base,0.9415148609779482
4,base,0.9587727708533078
5,base,0.959731543624161
6,base,0.959731543624161
7,base,0.959731543624161
8,base,0.959731543624161
9,base,0.959731543624161
10,base,0.959731543624161
