reagent_type,top_k,accuracy
coarse_solvent,1,0.5153256704980843
coarse_solvent,2,0.7174329501915708
coarse_solvent,3,0.8352490421455939
coarse_solvent,4,0.9157088122605364
coarse_solvent,5,0.9741379310344828
coarse_solvent,6,0.9865900383141762
coarse_solvent,7,0.9923371647509579
coarse_solvent,8,0.9961685823754789
coarse_solvent,9,1.0
coarse_solvent,10,1.0
base,1,0.842911877394636
base,2,0.8639846743295019
base,3,0.8716475095785441
base,4,0.8783524904214559
base,5,0.8879310344827587
base,6,0.9109195402298851
base,7,0.9406130268199234
base,8,0.9597701149425287
base,9,0.9712643678160919
base,10,0.9770114942528736
overall,1,0.4454022988505747
overall,2,0.632183908045977
overall,3,0.7298850574712644
overall,4,0.7998084291187739
overall,5,0.8553639846743295
overall,6,0.8754789272030651
overall,7,0.8975095785440613
overall,8,0.9204980842911877
overall,9,0.9310344827586207
overall,10,0.9386973180076629
