top_k,reagent_type,accuracy
1,fine_solvent,0.4827586206896552
2,fine_solvent,0.6350574712643678
3,fine_solvent,0.7241379310344828
4,fine_solvent,0.7758620689655172
5,fine_solvent,0.814176245210728
6,fine_solvent,0.8515325670498084
7,fine_solvent,0.8879310344827587
8,fine_solvent,0.9022988505747126
9,fine_solvent,0.9185823754789272
10,fine_solvent,0.9272030651340997
1,base,0.7969348659003831
2,base,0.8994252873563219
3,base,0.9243295019157088
4,base,0.9281609195402298
5,base,0.9329501915708812
6,base,0.9406130268199234
7,base,0.9492337164750958
8,base,0.9559386973180076
9,base,0.960727969348659
10,base,0.9655172413793104
1,overall,0.42911877394636017
2,overall,0.5593869731800766
3,overall,0.6360153256704981
4,overall,0.6743295019157088
5,overall,0.7059386973180076
6,overall,0.7413793103448276
7,overall,0.7777777777777778
8,overall,0.7998084291187739
9,overall,0.8180076628352491
10,overall,0.8352490421455939
