reagent_type,top_k,accuracy
overall,1,0.3007662835249042
overall,2,0.5191570881226054
overall,3,0.632183908045977
overall,4,0.6676245210727969
overall,5,0.7030651340996169
overall,6,0.7394636015325671
overall,7,0.7662835249042146
overall,8,0.7940613026819924
overall,9,0.8084291187739464
overall,10,0.8323754789272031
fine_solvent,1,0.3888888888888889
fine_solvent,2,0.6340996168582376
fine_solvent,3,0.7681992337164751
fine_solvent,4,0.8065134099616859
fine_solvent,5,0.8065134099616859
fine_solvent,6,0.842911877394636
fine_solvent,7,0.842911877394636
fine_solvent,8,0.8745210727969349
fine_solvent,9,0.8745210727969349
fine_solvent,10,0.907088122605364
base,1,0.8199233716475096
base,2,0.8199233716475096
base,3,0.8199233716475096
base,4,0.8199233716475096
base,5,0.9013409961685823
base,6,0.9013409961685823
base,7,0.9549808429118773
base,8,0.9549808429118773
base,9,0.9798850574712644
base,10,0.9798850574712644
