top_k,reagent_type,accuracy
1,exact_solvent,0.38026819923371646
2,exact_solvent,0.45689655172413796
3,exact_solvent,0.5067049808429118
4,exact_solvent,0.5277777777777778
5,exact_solvent,0.5450191570881227
6,exact_solvent,0.5651340996168582
7,exact_solvent,0.5833333333333334
8,exact_solvent,0.6024904214559387
9,exact_solvent,0.6149425287356322
10,exact_solvent,0.6388888888888888
1,exact_base,0.5718390804597702
2,exact_base,0.6973180076628352
3,exact_base,0.7567049808429118
4,exact_base,0.7998084291187739
5,exact_base,0.8342911877394636
6,exact_base,0.8563218390804598
7,exact_base,0.867816091954023
8,exact_base,0.8802681992337165
9,exact_base,0.8869731800766284
10,exact_base,0.8975095785440613
1,overall,0.3342911877394636
2,overall,0.39846743295019155
3,overall,0.43103448275862066
4,overall,0.4444444444444444
5,overall,0.45306513409961685
6,overall,0.4674329501915709
7,overall,0.4818007662835249
8,overall,0.4990421455938697
9,overall,0.5086206896551724
10,overall,0.5220306513409961
