top_k,reagent_type,accuracy
1,exact_solvent,0.38026819923371646
2,exact_solvent,0.45977011494252873
3,exact_solvent,0.5076628352490421
4,exact_solvent,0.5306513409961686
5,exact_solvent,0.5574712643678161
6,exact_solvent,0.5890804597701149
7,exact_solvent,0.6024904214559387
8,exact_solvent,0.6312260536398467
9,exact_solvent,0.6417624521072797
10,exact_solvent,0.6647509578544061
1,exact_base,0.5718390804597702
2,exact_base,0.7126436781609196
3,exact_base,0.7911877394636015
4,exact_base,0.85727969348659
5,exact_base,0.9003831417624522
6,exact_base,0.9166666666666666
7,exact_base,0.9243295019157088
8,exact_base,0.9252873563218391
9,exact_base,0.9272030651340997
10,exact_base,0.9272030651340997
