reagent_type,top_k,accuracy
overall,1,0.37547892720306514
overall,2,0.5593869731800766
overall,3,0.6896551724137931
overall,4,0.7634099616858238
overall,5,0.8237547892720306
overall,6,0.8467432950191571
overall,7,0.8726053639846744
overall,8,0.89272030651341
overall,9,0.907088122605364
overall,10,0.9176245210727969
coarse_solvent,1,0.43486590038314177
coarse_solvent,2,0.6408045977011494
coarse_solvent,3,0.7796934865900383
coarse_solvent,4,0.8649425287356322
coarse_solvent,5,0.9291187739463601
coarse_solvent,6,0.946360153256705
coarse_solvent,7,0.9664750957854407
coarse_solvent,8,0.9770114942528736
coarse_solvent,9,0.9798850574712644
coarse_solvent,10,0.985632183908046
base,1,0.8419540229885057
base,2,0.8611111111111112
base,3,0.8802681992337165
base,4,0.8898467432950191
base,5,0.9032567049808429
base,6,0.9262452107279694
base,7,0.9406130268199234
base,8,0.9549808429118773
base,9,0.9626436781609196
base,10,0.9664750957854407
