reagent_type,top_k,accuracy
fine_solvent,1,0.551294343240652
fine_solvent,2,0.7190795781399808
fine_solvent,3,0.8111217641418984
fine_solvent,4,0.8600191754554171
fine_solvent,5,0.887823585810163
fine_solvent,6,0.9185043144774688
fine_solvent,7,0.9376797698945349
fine_solvent,8,0.9539789069990412
fine_solvent,9,0.9702780441035475
fine_solvent,10,0.9779482262703739
fine_solvent,11,0.9884947267497604
fine_solvent,12,0.9952061361457335
fine_solvent,13,1.0
base,1,0.8475551294343241
base,2,0.9319271332694151
base,3,0.9674017257909875
base,4,0.9798657718120806
base,5,0.987535953978907
base,6,0.9961649089165868
base,7,1.0
