top_k,reagent_type,accuracy
1,fine_solvent,0.5306513409961686
2,fine_solvent,0.6618773946360154
3,fine_solvent,0.7480842911877394
4,fine_solvent,0.7921455938697318
5,fine_solvent,0.828544061302682
6,fine_solvent,0.8553639846743295
7,fine_solvent,0.8773946360153256
8,fine_solvent,0.8975095785440613
9,fine_solvent,0.9157088122605364
10,fine_solvent,0.9291187739463601
1,base,0.7816091954022989
2,base,0.8879310344827587
3,base,0.921455938697318
4,base,0.9339080459770115
5,base,0.9415708812260536
6,base,0.9454022988505747
7,base,0.9521072796934866
8,base,0.9597701149425287
9,base,0.9655172413793104
10,base,0.9674329501915708
1,overall,0.4664750957854406
2,overall,0.5727969348659003
3,overall,0.6398467432950191
4,overall,0.6886973180076629
5,overall,0.7298850574712644
6,overall,0.7653256704980843
7,overall,0.7931034482758621
8,overall,0.8199233716475096
9,overall,0.8400383141762452
10,overall,0.8563218390804598
