reagent_type,top_k,accuracy
coarse_solvent,1,0.49712643678160917
coarse_solvent,2,0.6982758620689655
coarse_solvent,3,0.8266283524904214
coarse_solvent,4,0.9080459770114943
coarse_solvent,5,0.9760536398467433
coarse_solvent,6,0.9808429118773946
coarse_solvent,7,0.9885057471264368
coarse_solvent,8,0.9894636015325671
coarse_solvent,9,0.9923371647509579
coarse_solvent,10,0.9961685823754789
base,1,0.8352490421455939
base,2,0.8524904214559387
base,3,0.8611111111111112
base,4,0.8668582375478927
base,5,0.8802681992337165
base,6,0.9195402298850575
base,7,0.9386973180076629
base,8,0.9501915708812261
base,9,0.960727969348659
base,10,0.9626436781609196
overall,1,0.4185823754789272
overall,2,0.6015325670498084
overall,3,0.7059386973180076
overall,4,0.7825670498084292
overall,5,0.8477011494252874
overall,6,0.8716475095785441
overall,7,0.8917624521072797
overall,8,0.9061302681992337
overall,9,0.9224137931034483
overall,10,0.9319923371647509
