reagent_type,top_k,accuracy
fine_solvent,1,0.4779693486590038
fine_solvent,2,0.6743295019157088
fine_solvent,3,0.8103448275862069
fine_solvent,4,0.8553639846743295
fine_solvent,5,0.8888888888888888
fine_solvent,6,0.9109195402298851
fine_solvent,7,0.9377394636015326
fine_solvent,8,0.9540229885057471
fine_solvent,9,0.9664750957854407
fine_solvent,10,0.9770114942528736
fine_solvent,11,0.9846743295019157
fine_solvent,12,0.9952107279693486
fine_solvent,13,1.0
base,1,0.8659003831417624
base,2,0.9425287356321839
base,3,0.9693486590038314
base,4,0.985632183908046
base,5,0.9904214559386973
base,6,0.9952107279693486
base,7,1.0
