reagent_type,top_k,accuracy
fine_solvent,1,0.4779693486590038
fine_solvent,2,0.6676245210727969
fine_solvent,3,0.803639846743295
fine_solvent,4,0.8477011494252874
fine_solvent,5,0.8706896551724138
fine_solvent,6,0.8888888888888888
fine_solvent,7,0.9061302681992337
fine_solvent,8,0.921455938697318
fine_solvent,9,0.9319923371647509
fine_solvent,10,0.9425287356321839
base,1,0.8659003831417624
base,2,0.8793103448275862
base,3,0.8860153256704981
base,4,0.9109195402298851
base,5,0.9166666666666666
base,6,0.9195402298850575
base,7,0.9243295019157088
base,8,0.9319923371647509
base,9,0.9425287356321839
base,10,0.9473180076628352
overall,1,0.41379310344827586
overall,2,0.5881226053639846
overall,3,0.7078544061302682
overall,4,0.7595785440613027
overall,5,0.7911877394636015
overall,6,0.8093869731800766
overall,7,0.8295019157088123
overall,8,0.8448275862068966
overall,9,0.8601532567049809
overall,10,0.8735632183908046
