reagent_type,top_k,accuracy
overall,1,0.3879310344827586
overall,2,0.5373563218390804
overall,3,0.6245210727969349
overall,4,0.6743295019157088
overall,5,0.7183908045977011
overall,6,0.7509578544061303
overall,7,0.7835249042145593
overall,8,0.8103448275862069
overall,9,0.8256704980842912
overall,10,0.8419540229885057
fine_solvent,1,0.4492337164750958
fine_solvent,2,0.6044061302681992
fine_solvent,3,0.7088122605363985
fine_solvent,4,0.7614942528735632
fine_solvent,5,0.8074712643678161
fine_solvent,6,0.8362068965517241
fine_solvent,7,0.8630268199233716
fine_solvent,8,0.8840996168582376
fine_solvent,9,0.9013409961685823
fine_solvent,10,0.9118773946360154
base,1,0.8448275862068966
base,2,0.8706896551724138
base,3,0.8850574712643678
base,4,0.8975095785440613
base,5,0.907088122605364
base,6,0.9204980842911877
base,7,0.9319923371647509
base,8,0.9444444444444444
base,9,0.9492337164750958
base,10,0.9626436781609196
