reagent_type,top_k,accuracy
overall,1,0.41762452107279696
overall,2,0.5823754789272031
overall,3,0.7011494252873564
overall,4,0.7825670498084292
overall,5,0.8371647509578544
overall,6,0.8649425287356322
overall,7,0.8831417624521073
overall,8,0.8994252873563219
overall,9,0.9176245210727969
overall,10,0.9281609195402298
coarse_solvent,1,0.46360153256704983
coarse_solvent,2,0.6503831417624522
coarse_solvent,3,0.7998084291187739
coarse_solvent,4,0.8860153256704981
coarse_solvent,5,0.9339080459770115
coarse_solvent,6,0.9511494252873564
coarse_solvent,7,0.9645593869731801
coarse_solvent,8,0.975095785440613
coarse_solvent,9,0.9846743295019157
coarse_solvent,10,0.9885057471264368
base,1,0.8467432950191571
base,2,0.8687739463601533
base,3,0.8831417624521073
base,4,0.8946360153256705
base,5,0.9099616858237548
base,6,0.9319923371647509
base,7,0.9473180076628352
base,8,0.9597701149425287
base,9,0.9664750957854407
base,10,0.9712643678160919
