reagent_type,top_k,accuracy
coarse_solvent,1,0.539272030651341
coarse_solvent,2,0.7270114942528736
coarse_solvent,3,0.8477011494252874
coarse_solvent,4,0.9262452107279694
coarse_solvent,5,0.9779693486590039
coarse_solvent,6,1.0
coarse_solvent,7,1.0
coarse_solvent,8,1.0
coarse_solvent,9,1.0
coarse_solvent,10,1.0
base,1,0.8544061302681992
base,2,0.8745210727969349
base,3,0.8831417624521073
base,4,0.8879310344827587
base,5,0.896551724137931
base,6,0.9176245210727969
base,7,0.9588122605363985
base,8,0.9693486590038314
base,9,0.9770114942528736
base,10,0.9837164750957854
overall,1,0.47126436781609193
overall,2,0.6455938697318008
overall,3,0.75
overall,4,0.8170498084291188
overall,5,0.8668582375478927
overall,6,0.896551724137931
overall,7,0.9109195402298851
overall,8,0.9252873563218391
overall,9,0.9329501915708812
overall,10,0.9444444444444444
