top_k,reagent_type,accuracy
1,fine_solvent,0.4616858237547893
2,fine_solvent,0.6436781609195402
3,fine_solvent,0.7461685823754789
4,fine_solvent,0.8237547892720306
5,fine_solvent,0.8716475095785441
6,fine_solvent,0.9013409961685823
7,fine_solvent,0.9166666666666666
8,fine_solvent,0.9252873563218391
9,fine_solvent,0.9262452107279694
10,fine_solvent,0.9272030651340997
1,base,0.7634099616858238
2,base,0.8888888888888888
3,base,0.9300766283524904
4,base,0.9521072796934866
5,base,0.9521072796934866
6,base,0.9521072796934866
7,base,0.9521072796934866
8,base,0.9521072796934866
9,base,0.9521072796934866
10,base,0.9521072796934866
