reagent_type,top_k,accuracy
fine_solvent,1,0.5023969319271333
fine_solvent,2,0.6893576222435283
fine_solvent,3,0.8111217641418984
fine_solvent,4,0.8465963566634708
fine_solvent,5,0.8657718120805369
fine_solvent,6,0.8887823585810163
fine_solvent,7,0.9012464046021093
fine_solvent,8,0.9175455417066155
fine_solvent,9,0.9319271332694151
fine_solvent,10,0.9453499520613614
base,1,0.8446788111217641
base,2,0.8600191754554171
base,3,0.8705656759348035
base,4,0.900287631831256
base,5,0.9117929050814957
base,6,0.9223394055608821
base,7,0.9280920421860019
base,8,0.9328859060402684
base,9,0.9357622243528284
base,10,0.947267497603068
overall,1,0.4161073825503356
overall,2,0.5915627996164909
overall,3,0.7027804410354745
overall,4,0.7564717162032598
overall,5,0.7813998082454459
overall,6,0.8072866730584851
overall,7,0.8245445829338447
overall,8,0.8437200383509108
overall,9,0.8581016299137104
overall,10,0.87823585810163
