reagent_type,top_k,accuracy
fine_solvent,1,0.48946360153256707
fine_solvent,2,0.6867816091954023
fine_solvent,3,0.8151340996168582
fine_solvent,4,0.8582375478927203
fine_solvent,5,0.8764367816091954
fine_solvent,6,0.896551724137931
fine_solvent,7,0.9128352490421456
fine_solvent,8,0.9339080459770115
fine_solvent,9,0.9444444444444444
fine_solvent,10,0.9597701149425287
base,1,0.8333333333333334
base,2,0.8486590038314177
base,3,0.8611111111111112
base,4,0.896551724137931
base,5,0.9080459770114943
base,6,0.9147509578544061
base,7,0.9233716475095786
base,8,0.9262452107279694
base,9,0.9339080459770115
base,10,0.9386973180076629
overall,1,0.4157088122605364
overall,2,0.592911877394636
overall,3,0.7068965517241379
overall,4,0.7614942528735632
overall,5,0.7844827586206896
overall,6,0.8103448275862069
overall,7,0.8237547892720306
overall,8,0.8448275862068966
overall,9,0.8591954022988506
overall,10,0.8764367816091954
