top_k,reagent_type,accuracy
1,exact_solvent,0.3438697318007663
2,exact_solvent,0.4454022988505747
3,exact_solvent,0.5
4,exact_solvent,0.5296934865900383
5,exact_solvent,0.5574712643678161
6,exact_solvent,0.5842911877394636
7,exact_solvent,0.6063218390804598
8,exact_solvent,0.6168582375478927
9,exact_solvent,0.6340996168582376
10,exact_solvent,0.6475095785440613
1,exact_base,0.5718390804597702
2,exact_base,0.7145593869731801
3,exact_base,0.7902298850574713
4,exact_base,0.8438697318007663
5,exact_base,0.8783524904214559
6,exact_base,0.8936781609195402
7,exact_base,0.9013409961685823
8,exact_base,0.9013409961685823
9,exact_base,0.9013409961685823
10,exact_base,0.9013409961685823
