top_k,reagent_type,accuracy
1,exact_solvent,0.36337488015340363
2,exact_solvent,0.45445829338446786
3,exact_solvent,0.4966442953020134
4,exact_solvent,0.5263662511984659
5,exact_solvent,0.548418024928092
6,exact_solvent,0.5666347075743049
7,exact_solvent,0.5877277085330777
8,exact_solvent,0.6001917545541706
9,exact_solvent,0.6212847555129435
10,exact_solvent,0.6308724832214765
1,exact_base,0.5838926174496645
2,exact_base,0.7037392138063279
3,exact_base,0.7670182166826462
4,exact_base,0.8053691275167785
5,exact_base,0.8274209012464045
6,exact_base,0.840843720038351
7,exact_base,0.8561840843720039
8,exact_base,0.8696069031639502
9,exact_base,0.8772770853307766
10,exact_base,0.8868648130393096
1,overall,0.3307766059443912
2,overall,0.39884947267497606
3,overall,0.43720038350910834
4,overall,0.44870565675934804
5,overall,0.46596356663470756
6,overall,0.48322147651006714
7,overall,0.5004793863854267
8,overall,0.5062320230105465
9,overall,0.5148609779482263
10,overall,0.5196548418024928
