top_k,reagent_type,accuracy
1,exact_solvent,0.3620689655172414
2,exact_solvent,0.4434865900383142
3,exact_solvent,0.4952107279693487
4,exact_solvent,0.5191570881226054
5,exact_solvent,0.5469348659003831
6,exact_solvent,0.578544061302682
7,exact_solvent,0.5919540229885057
8,exact_solvent,0.6101532567049809
9,exact_solvent,0.6254789272030651
10,exact_solvent,0.6408045977011494
1,exact_base,0.5718390804597702
2,exact_base,0.7097701149425287
3,exact_base,0.803639846743295
4,exact_base,0.8524904214559387
5,exact_base,0.8840996168582376
6,exact_base,0.8946360153256705
7,exact_base,0.9003831417624522
8,exact_base,0.9003831417624522
9,exact_base,0.9003831417624522
10,exact_base,0.9003831417624522
