reagent_type,top_k,accuracy
overall,1,0.4932950191570881
overall,2,0.6446360153256705
overall,3,0.7452107279693486
overall,4,0.803639846743295
overall,5,0.8630268199233716
overall,6,0.89272030651341
overall,7,0.9166666666666666
overall,8,0.9281609195402298
overall,9,0.9367816091954023
overall,10,0.9434865900383141
coarse_solvent,1,0.5498084291187739
coarse_solvent,2,0.7136015325670498
coarse_solvent,3,0.8256704980842912
coarse_solvent,4,0.8860153256704981
coarse_solvent,5,0.9492337164750958
coarse_solvent,6,0.9731800766283525
coarse_solvent,7,0.9885057471264368
coarse_solvent,8,0.9942528735632183
coarse_solvent,9,0.9952107279693486
coarse_solvent,10,0.9952107279693486
base,1,0.867816091954023
base,2,0.89272030651341
base,3,0.9042145593869731
base,4,0.9147509578544061
base,5,0.9272030651340997
base,6,0.9396551724137931
base,7,0.9549808429118773
base,8,0.9655172413793104
base,9,0.9703065134099617
base,10,0.9789272030651341
