reagent_type,top_k,accuracy
fine_solvent,1,0.5234899328859061
fine_solvent,2,0.7018216682646213
fine_solvent,3,0.8207094918504314
fine_solvent,4,0.8648130393096836
fine_solvent,5,0.8897411313518696
fine_solvent,6,0.9079578139980825
fine_solvent,7,0.9232981783317353
fine_solvent,8,0.9338446788111218
fine_solvent,9,0.9434324065196549
fine_solvent,10,0.9549376797698945
base,1,0.8389261744966443
base,2,0.8686481303930969
base,3,0.8811121764141898
base,4,0.8964525407478428
base,5,0.9050814956855225
base,6,0.9108341323106424
base,7,0.925215723873442
base,8,0.9357622243528284
base,9,0.9386385426653883
base,10,0.9463087248322147
overall,1,0.4439117929050815
overall,2,0.6174496644295302
overall,3,0.7200383509108341
overall,4,0.7737296260786194
overall,5,0.8015340364333653
overall,6,0.8216682646212847
overall,7,0.8427612655800575
overall,8,0.8533077660594439
overall,9,0.8619367209971237
overall,10,0.8763183125599233
