reagent_type,top_k,accuracy
coarse_solvent,1,0.5177372962607862
coarse_solvent,2,0.710450623202301
coarse_solvent,3,0.8398849472674976
coarse_solvent,4,0.9232981783317353
coarse_solvent,5,0.9798657718120806
coarse_solvent,6,1.0
base,1,0.8312559923298178
base,2,0.9300095877277086
base,3,0.9712368168744008
base,4,0.9846596356663471
base,5,0.9913710450623202
base,6,0.9952061361457335
base,7,1.0
