reagent_type,top_k,accuracy
fine_solvent,1,0.5210727969348659
fine_solvent,2,0.7001915708812261
fine_solvent,3,0.8122605363984674
fine_solvent,4,0.8697318007662835
fine_solvent,5,0.89272030651341
fine_solvent,6,0.9109195402298851
fine_solvent,7,0.9291187739463601
fine_solvent,8,0.9434865900383141
fine_solvent,9,0.9549808429118773
fine_solvent,10,0.9655172413793104
base,1,0.8419540229885057
base,2,0.8639846743295019
base,3,0.8745210727969349
base,4,0.8917624521072797
base,5,0.8984674329501916
base,6,0.907088122605364
base,7,0.9166666666666666
base,8,0.9233716475095786
base,9,0.9300766283524904
base,10,0.935823754789272
overall,1,0.446360153256705
overall,2,0.6101532567049809
overall,3,0.7088122605363985
overall,4,0.7672413793103449
overall,5,0.7921455938697318
overall,6,0.8132183908045977
overall,7,0.8362068965517241
overall,8,0.853448275862069
overall,9,0.8668582375478927
overall,10,0.882183908045977
