top_k,reagent_type,accuracy
1,coarse_solvent,0.5009578544061303
2,coarse_solvent,0.6733716475095786
3,coarse_solvent,0.7672413793103449
4,coarse_solvent,0.8400383141762452
5,coarse_solvent,0.8936781609195402
6,coarse_solvent,0.935823754789272
7,coarse_solvent,0.9597701149425287
8,coarse_solvent,0.975095785440613
9,coarse_solvent,0.9770114942528736
10,coarse_solvent,0.9779693486590039
1,base,0.7758620689655172
2,base,0.89272030651341
3,base,0.9176245210727969
4,base,0.9300766283524904
5,base,0.9367816091954023
6,base,0.9386973180076629
7,base,0.9482758620689655
8,base,0.9511494252873564
9,base,0.9549808429118773
10,base,0.9549808429118773
1,overall,0.4434865900383142
2,overall,0.5823754789272031
3,overall,0.6503831417624522
4,overall,0.7078544061302682
5,overall,0.7662835249042146
6,overall,0.8151340996168582
7,overall,0.8438697318007663
8,overall,0.8649425287356322
9,overall,0.8783524904214559
10,overall,0.8812260536398467
