reagent_type,top_k,accuracy
overall,1,0.303639846743295
overall,2,0.5210727969348659
overall,3,0.6331417624521073
overall,4,0.6685823754789272
overall,5,0.7001915708812261
overall,6,0.7298850574712644
overall,7,0.7662835249042146
overall,8,0.7950191570881227
overall,9,0.8189655172413793
overall,10,0.8323754789272031
fine_solvent,1,0.38984674329501917
fine_solvent,2,0.6350574712643678
fine_solvent,3,0.7691570881226054
fine_solvent,4,0.8074712643678161
fine_solvent,5,0.8438697318007663
fine_solvent,6,0.8438697318007663
fine_solvent,7,0.8438697318007663
fine_solvent,8,0.8754789272030651
fine_solvent,9,0.907088122605364
fine_solvent,10,0.907088122605364
base,1,0.8237547892720306
base,2,0.8237547892720306
base,3,0.8237547892720306
base,4,0.8237547892720306
base,5,0.8237547892720306
base,6,0.8975095785440613
base,7,0.9578544061302682
base,8,0.9578544061302682
base,9,0.9578544061302682
base,10,0.9846743295019157
