reagent_type,top_k,accuracy
overall,1,0.4703065134099617
overall,2,0.6264367816091954
overall,3,0.7203065134099617
overall,4,0.7806513409961686
overall,5,0.8084291187739464
overall,6,0.8352490421455939
overall,7,0.853448275862069
overall,8,0.8716475095785441
overall,9,0.8869731800766284
overall,10,0.896551724137931
fine_solvent,1,0.5191570881226054
fine_solvent,2,0.6886973180076629
fine_solvent,3,0.7931034482758621
fine_solvent,4,0.8438697318007663
fine_solvent,5,0.8745210727969349
fine_solvent,6,0.9022988505747126
fine_solvent,7,0.9195402298850575
fine_solvent,8,0.9367816091954023
fine_solvent,9,0.9482758620689655
fine_solvent,10,0.9578544061302682
base,1,0.8706896551724138
base,2,0.8936781609195402
base,3,0.9090038314176245
base,4,0.9272030651340997
base,5,0.935823754789272
base,6,0.9415708812260536
base,7,0.9473180076628352
base,8,0.9511494252873564
base,9,0.9568965517241379
base,10,0.9588122605363985
