top_k,reagent_type,accuracy
1,exact_solvent,0.35091083413231067
2,exact_solvent,0.4439117929050815
3,exact_solvent,0.4851390220517737
4,exact_solvent,0.5244487056567594
5,exact_solvent,0.5570469798657718
6,exact_solvent,0.5743048897411314
7,exact_solvent,0.5963566634707574
8,exact_solvent,0.6193672099712368
9,exact_solvent,0.6289549376797698
10,exact_solvent,0.6471716203259827
1,exact_base,0.5302013422818792
2,exact_base,0.6912751677852349
3,exact_base,0.7727708533077661
4,exact_base,0.8418024928092043
5,exact_base,0.8820709491850431
6,exact_base,0.8974113135186961
7,exact_base,0.9060402684563759
8,exact_base,0.9069990412272292
9,exact_base,0.9069990412272292
10,exact_base,0.9069990412272292
